8.9e-05,0.000149,0.000134,0.000136,0.000134,0.000136,0.000137,0.000126,0.000221,0.000149,0.000145,0.000155,0.000164,0.000143,0.000138
0.60415,0.59847,0.63137,0.61916,0.59344,0.62201,0.59618,0.61847,0.60241,0.62486,0.60156,0.60116,0.59801,0.60499,0.61459
0.015879,0.01629,0.01682,0.015992,0.015843,0.016211,0.015817,0.015838,0.015667,0.016625,0.016162,0.015794,0.015822,0.015689,0.015683
0.015713,0.015866,0.016118,0.01557,0.015397,0.017017,0.015859,0.015955,0.015755,0.016197,0.016014,0.015625,0.01608,0.015939,0.016355
0.016031,0.015623,0.01655,0.015812,0.015694,0.017398,0.015765,0.015859,0.016211,0.015736,0.0159,0.016224,0.016062,0.016214,0.015946
0.015463,0.017655,0.017291,0.015989,0.015834,0.016096,0.015554,0.015598,0.015878,0.015661,0.015792,0.015649,0.015354,0.015605,0.016238
0.015868,0.016109,0.016006,0.017642,0.01596,0.01621,0.015676,0.016528,0.016055,0.016021,0.017089,0.015985,0.015632,0.017119,0.017272
0.028219,0.037893,0.028394,0.042749,0.027259,0.029146,0.027384,0.027839,0.027775,0.028259,0.027034,0.026731,0.027224,0.028292,0.029221
0.032167,0.034688,0.034773,0.028094,0.030432,0.030825,0.031403,0.03103,0.030574,0.032782,0.030984,0.030123,0.030528,0.031291,0.031153
0.03197,0.031034,0.034347,0.03845,0.03021,0.02875,0.031287,0.02797,0.030869,0.029711,0.030347,0.030581,0.030299,0.031471,0.028549
0.031718,0.031556,0.032865,0.021341,0.031024,0.032418,0.031057,0.031061,0.030667,0.032894,0.030909,0.030506,0.032466,0.031401,0.027725
0.020491,0.017648,0.019033,0.017973,0.020508,0.018022,0.020456,0.024152,0.02159,0.01866,0.02051,0.021116,0.021093,0.020946,0.017647
0.083029,0.079877,0.082925,0.070893,0.096975,0.094205,0.089378,0.097614,0.093621,0.08875,0.090104,0.085899,0.097082,0.085901,0.095683
0.01775,0.023259,0.020298,0.025458,0.021445,0.020861,0.0212,0.027071,0.022342,0.022146,0.022992,0.019718,0.023985,0.02122,0.02138
0.017449,0.017434,0.017935,0.017437,0.016872,0.017114,0.017388,0.017424,0.017063,0.017621,0.017129,0.017259,0.016792,0.017232,0.017332
0.017176,0.017566,0.01758,0.017578,0.016908,0.017354,0.017068,0.017128,0.018134,0.017956,0.016903,0.017226,0.016616,0.017025,0.017211
0.017543,0.017383,0.01665,0.016615,0.016593,0.017283,0.016941,0.016444,0.017553,0.016721,0.016142,0.016301,0.016724,0.016534,0.017118
0.016818,0.016676,0.017505,0.016497,0.016287,0.016476,0.016419,0.016565,0.018913,0.016708,0.016785,0.016,0.016327,0.01642,0.016312
0.017087,0.01691,0.016917,0.017083,0.016973,0.016411,0.017147,0.016622,0.017025,0.017182,0.016531,0.016832,0.01615,0.016721,0.016734
0.01818,0.017299,0.018374,0.017186,0.01763,0.017455,0.01797,0.017126,0.017687,0.017878,0.017207,0.017214,0.017162,0.017695,0.017225
0.018023,0.01758,0.017701,0.017826,0.018945,0.017309,0.017856,0.017736,0.021481,0.018251,0.017372,0.017513,0.017092,0.017735,0.017871
0.018023,0.017979,0.017949,0.017865,0.017683,0.017601,0.017834,0.017502,0.017433,0.018136,0.01743,0.017847,0.017397,0.019872,0.018277
0.017266,0.01741,0.017348,0.01772,0.017581,0.01749,0.01723,0.016884,0.017487,0.017637,0.016935,0.020915,0.017421,0.01721,0.017377
0.016857,0.016714,0.017665,0.017322,0.018457,0.017452,0.019216,0.01664,0.016864,0.016894,0.020608,0.016972,0.020153,0.017427,0.017199
0.016805,0.017328,0.016705,0.016943,0.01737,0.017782,0.016948,0.016992,0.017084,0.017028,0.017256,0.017055,0.016859,0.020018,0.017196
0.018021,0.017993,0.017945,0.017563,0.017066,0.017861,0.017696,0.018003,0.01801,0.018285,0.017593,0.020254,0.017377,0.018321,0.018201
0.018113,0.018271,0.01852,0.018506,0.018099,0.018192,0.017994,0.018503,0.018696,0.019022,0.017845,0.0191,0.019995,0.01796,0.018509
0.018217,0.018215,0.018645,0.018188,0.018031,0.018586,0.018394,0.017912,0.018903,0.018463,0.021927,0.018829,0.017991,0.018086,0.018438
0.018406,0.017775,0.017949,0.017692,0.018222,0.018246,0.017909,0.018495,0.018083,0.018429,0.017482,0.017422,0.018453,0.01882,0.017546
0.017187,0.017515,0.018008,0.018477,0.017699,0.017482,0.018125,0.018033,0.017666,0.018882,0.01714,0.017836,0.017403,0.017647,0.017174
0.018048,0.017459,0.021917,0.017936,0.018227,0.017738,0.01948,0.01839,0.017633,0.018287,0.017537,0.017787,0.017344,0.019107,0.017171
0.017887,0.017845,0.022005,0.018334,0.018062,0.018187,0.018891,0.018887,0.018273,0.018153,0.017959,0.018599,0.018229,0.019067,0.018539
0.01865,0.018306,0.018441,0.018997,0.018721,0.018696,0.018642,0.019853,0.01863,0.019314,0.019211,0.019199,0.018765,0.019671,0.019167
0.018345,0.018726,0.018714,0.018508,0.018574,0.018981,0.018916,0.019634,0.019235,0.019092,0.019152,0.019998,0.018974,0.018945,0.019231
0.017893,0.017529,0.017798,0.017845,0.017842,0.017453,0.017607,0.019147,0.018243,0.01821,0.017896,0.018111,0.017615,0.017835,0.018106
0.017775,0.01718,0.017298,0.017156,0.017238,0.01761,0.016918,0.018841,0.017364,0.017782,0.017411,0.018008,0.017477,0.01798,0.017121
0.017006,0.017272,0.017515,0.017357,0.017508,0.017309,0.017569,0.01814,0.018157,0.017456,0.017257,0.017091,0.017395,0.017731,0.017439
0.018068,0.018327,0.018683,0.018161,0.0178,0.018239,0.017616,0.018256,0.019972,0.018159,0.018536,0.018259,0.017921,0.018104,0.017895
0.018845,0.018282,0.018315,0.018683,0.018374,0.018106,0.018321,0.018206,0.018553,0.018879,0.018869,0.018445,0.018149,0.01851,0.018124
0.019105,0.018682,0.018468,0.028294,0.018107,0.018141,0.020114,0.018355,0.01832,0.01856,0.018995,0.019288,0.018114,0.01979,0.018783
0.018015,0.01823,0.018495,0.01751,0.020019,0.017795,0.018051,0.017644,0.017425,0.017841,0.018224,0.017838,0.017404,0.020868,0.017957
0.017487,0.018402,0.01761,0.017139,0.017888,0.017484,0.017364,0.017407,0.017566,0.017472,0.017132,0.020187,0.017262,0.017922,0.017353
0.017294,0.017472,0.017531,0.017434,0.017602,0.017208,0.017225,0.017165,0.017872,0.017812,0.017443,0.018165,0.019437,0.017955,0.018003
0.018326,0.0178,0.018864,0.017753,0.017722,0.018672,0.018494,0.017951,0.018645,0.018506,0.019337,0.018653,0.018145,0.018392,0.018229
0.018444,0.018324,0.018108,0.017987,0.018287,0.018756,0.018484,0.018606,0.018894,0.018536,0.018142,0.018302,0.018416,0.018088,0.018675
0.019307,0.018252,0.018343,0.018652,0.018434,0.018104,0.01842,0.018405,0.018634,0.020452,0.01819,0.018408,0.017904,0.018628,0.018805
0.018018,0.017558,0.018207,0.017806,0.018462,0.017814,0.017798,0.017737,0.019467,0.018385,0.018181,0.017891,0.017975,0.01771,0.017657
0.017231,0.017516,0.017119,0.01774,0.017243,0.017364,0.017316,0.017629,0.019306,0.018548,0.016876,0.01745,0.017625,0.017505,0.017721
0.017974,0.017339,0.017521,0.01706,0.017487,0.017648,0.017369,0.017565,0.017648,0.018035,0.017294,0.017647,0.01712,0.017171,0.017378
0.018316,0.01824,0.018133,0.017415,0.017496,0.018077,0.018018,0.018079,0.018154,0.018955,0.017983,0.017986,0.017907,0.017906,0.018059
0.018726,0.01841,0.01821,0.018551,0.020331,0.018503,0.019786,0.018587,0.018909,0.018761,0.018098,0.018606,0.018458,0.020654,0.018673
0.018668,0.018407,0.017929,0.01827,0.018436,0.018201,0.018249,0.018536,0.018174,0.019268,0.018681,0.021472,0.018485,0.018561,0.018233
0.019744,0.01772,0.017971,0.017693,0.017826,0.017599,0.017619,0.017649,0.017857,0.018012,0.017627,0.018464,0.017507,0.017382,0.018529
0.024717,0.017743,0.017866,0.017571,0.017309,0.017615,0.017003,0.017269,0.0193,0.018085,0.018625,0.01784,0.020109,0.017478,0.018275
0.019605,0.017276,0.017168,0.017608,0.017072,0.017642,0.017308,0.017643,0.017223,0.019491,0.017294,0.017089,0.017286,0.017567,0.017962
0.019868,0.017729,0.018013,0.018106,0.017683,0.018045,0.018024,0.018492,0.01851,0.01871,0.017841,0.017933,0.017757,0.018213,0.018216
0.018394,0.018405,0.018397,0.01846,0.018159,0.018128,0.019996,0.018814,0.018416,0.019851,0.018356,0.018473,0.018379,0.018208,0.018601
0.02,0.018333,0.018079,0.018063,0.020409,0.017987,0.019249,0.018661,0.018227,0.01967,0.017969,0.019201,0.018143,0.018853,0.018309
0.018002,0.017527,0.018198,0.017699,0.017687,0.017886,0.018712,0.017829,0.020305,0.018426,0.017631,0.021049,0.017614,0.01725,0.017861
0.017008,0.017489,0.017883,0.017107,0.01706,0.018326,0.017226,0.016981,0.017719,0.017985,0.017006,0.018269,0.018843,0.017114,0.016926
0.018763,0.017345,0.017493,0.017456,0.017188,0.017388,0.017306,0.017787,0.017512,0.017805,0.017792,0.018158,0.026384,0.017475,0.017491
0.017858,0.017924,0.018324,0.017699,0.017782,0.017642,0.020939,0.018007,0.020623,0.018695,0.017828,0.017721,0.017868,0.017733,0.018022
0.018403,0.018427,0.019103,0.01815,0.020135,0.018467,0.018124,0.018199,0.018325,0.019298,0.01817,0.018243,0.017981,0.019262,0.018258
0.018208,0.018168,0.018262,0.01845,0.018251,0.018508,0.018183,0.018341,0.021071,0.01907,0.018165,0.0231,0.018481,0.019211,0.018687
0.017829,0.017893,0.018168,0.018118,0.018142,0.01833,0.020936,0.017553,0.020146,0.018137,0.017875,0.018375,0.020784,0.017748,0.018433
0.017359,0.016939,0.017499,0.018023,0.019002,0.017296,0.01689,0.01712,0.017544,0.017304,0.018955,0.019935,0.017237,0.020346,0.017434
0.017141,0.01703,0.018041,0.017427,0.017232,0.017622,0.020368,0.017135,0.02107,0.017321,0.017167,0.017787,0.017255,0.018458,0.017445
0.017954,0.018302,0.018423,0.01754,0.018989,0.017817,0.021366,0.018465,0.01809,0.018376,0.017735,0.017703,0.019348,0.019774,0.018363
0.01887,0.018113,0.018297,0.018189,0.019764,0.018467,0.018139,0.018797,0.018661,0.019038,0.020015,0.023393,0.017791,0.019872,0.018026
0.019054,0.018266,0.018628,0.018461,0.018554,0.018438,0.020919,0.018434,0.02883,0.018873,0.018025,0.018208,0.022984,0.018284,0.018396
0.019059,0.01764,0.017929,0.018175,0.020615,0.018507,0.018035,0.017545,0.017539,0.01786,0.020239,0.021263,0.017736,0.020617,0.017975
0.018022,0.017517,0.017094,0.017651,0.017397,0.017547,0.016748,0.017798,0.017104,0.017432,0.020194,0.017194,0.017069,0.01777,0.017789
0.017757,0.01743,0.017782,0.017716,0.017721,0.017365,0.019412,0.017143,0.017305,0.017845,0.017629,0.016968,0.019929,0.017301,0.017197
0.018126,0.017991,0.018152,0.017681,0.019968,0.018274,0.018178,0.018021,0.0177,0.018167,0.019835,0.019846,0.017371,0.020535,0.017776
0.018894,0.018018,0.018429,0.018726,0.018056,0.018039,0.018215,0.018039,0.018419,0.018353,0.01813,0.017889,0.017977,0.017959,0.018609
0.018135,0.018254,0.018933,0.018264,0.017865,0.018348,0.018164,0.017975,0.017777,0.019029,0.018181,0.018128,0.021183,0.017661,0.018538
0.017583,0.017882,0.02011,0.018392,0.017787,0.018282,0.017729,0.017719,0.018241,0.017707,0.019859,0.016833,0.018366,0.017458,0.018211
0.017366,0.016898,0.017537,0.017762,0.017667,0.017137,0.016875,0.017485,0.017807,0.0172,0.017074,0.017164,0.017675,0.017401,0.017582
0.024909,0.017413,0.017661,0.017326,0.017662,0.017997,0.018271,0.017861,0.018322,0.01742,0.017137,0.017261,0.016646,0.017525,0.017306
0.018026,0.018074,0.017998,0.01783,0.017902,0.017741,0.017996,0.018351,0.018485,0.017994,0.017777,0.018265,0.017565,0.017735,0.017947
0.018291,0.018639,0.017887,0.018148,0.018392,0.018143,0.01948,0.01808,0.018299,0.018139,0.018286,0.018012,0.018417,0.018151,0.018275
0.018124,0.018281,0.018461,0.018117,0.019103,0.019161,0.019184,0.01815,0.01839,0.018247,0.018728,0.017822,0.018339,0.018127,0.017961
0.017662,0.017561,0.018604,0.018161,0.018751,0.018119,0.019959,0.01821,0.017484,0.018044,0.017272,0.020185,0.019011,0.020141,0.018055
0.016738,0.017367,0.017863,0.017855,0.018594,0.01722,0.018119,0.01739,0.017237,0.017331,0.017215,0.020027,0.018079,0.018932,0.016919
0.017405,0.017549,0.020835,0.017358,0.017847,0.017615,0.017857,0.01744,0.017429,0.017427,0.018131,0.017999,0.017809,0.018943,0.017696
0.018054,0.018009,0.017792,0.017921,0.018131,0.017905,0.018408,0.018117,0.017752,0.018103,0.01878,0.018394,0.018675,0.018444,0.018362
0.018205,0.018332,0.018201,0.018574,0.018441,0.01834,0.018426,0.018546,0.018132,0.01833,0.019841,0.017983,0.018738,0.01884,0.018537
0.01808,0.018247,0.018471,0.018387,0.018161,0.018475,0.018046,0.018458,0.018006,0.018067,0.018347,0.018039,0.018475,0.018408,0.018687
0.017886,0.017955,0.017965,0.01768,0.017241,0.018021,0.01747,0.017518,0.017671,0.01746,0.017344,0.017586,0.017924,0.017836,0.017864
0.01715,0.017934,0.017001,0.017416,0.017312,0.017637,0.017391,0.017334,0.01727,0.017543,0.017263,0.017264,0.017552,0.017126,0.017311
0.017835,0.017539,0.017665,0.01742,0.017592,0.0177,0.017795,0.017607,0.01753,0.017442,0.017809,0.017217,0.017256,0.017346,0.017408
0.018025,0.018192,0.017974,0.017963,0.018239,0.018014,0.018163,0.018332,0.017851,0.018747,0.01836,0.018232,0.018055,0.017678,0.01793
0.018019,0.018533,0.018537,0.018649,0.018287,0.01825,0.018293,0.01838,0.018288,0.018564,0.01849,0.018004,0.018356,0.019323,0.018366
