1.1849,1.3853,1.187,0,0,0,0,0,0,0,0,0,0,0,0
0.17158,0.15182,0.149,0,0,0,0,0,0,0,0,0,0,0,0
0.098897,0.091461,0.084313,0,0,0,0,0,0,0,0,0,0,0,0
0.088278,0.074185,0.069096,0,0,0,0,0,0,0,0,0,0,0,0
0.091143,0.10018,0.09859,0,0,0,0,0,0,0,0,0,0,0,0
0.10095,0.079581,0.10234,0,0,0,0,0,0,0,0,0,0,0,0
0.067881,0.052626,0.061103,0,0,0,0,0,0,0,0,0,0,0,0
0.075274,0.064219,0.05757,0,0,0,0,0,0,0,0,0,0,0,0
0.047543,0.04889,0.050833,0,0,0,0,0,0,0,0,0,0,0,0
0.032215,0.026204,0.025983,0,0,0,0,0,0,0,0,0,0,0,0
0.026334,0.031845,0.027051,0,0,0,0,0,0,0,0,0,0,0,0
0.027705,0.03631,0.02561,0,0,0,0,0,0,0,0,0,0,0,0
0.024063,0.027176,0.025894,0,0,0,0,0,0,0,0,0,0,0,0
0.026902,0.025847,0.037766,0,0,0,0,0,0,0,0,0,0,0,0
0.060291,0.054593,0.059642,0,0,0,0,0,0,0,0,0,0,0,0
0.031971,0.037566,0.025071,0,0,0,0,0,0,0,0,0,0,0,0
0.025318,0.025326,0.038581,0,0,0,0,0,0,0,0,0,0,0,0
0.027527,0.025874,0.025172,0,0,0,0,0,0,0,0,0,0,0,0
0.039691,0.027316,0.024969,0,0,0,0,0,0,0,0,0,0,0,0
0.033936,0.025265,0.033823,0,0,0,0,0,0,0,0,0,0,0,0
0.053549,0.05827,0.056875,0,0,0,0,0,0,0,0,0,0,0,0
0.025992,0.025105,0.024004,0,0,0,0,0,0,0,0,0,0,0,0
0.024212,0.025943,0.026556,0,0,0,0,0,0,0,0,0,0,0,0
0.026616,0.025344,0.024911,0,0,0,0,0,0,0,0,0,0,0,0
0.024908,0.025586,0.027496,0,0,0,0,0,0,0,0,0,0,0,0
0.026356,0.02436,0.025996,0,0,0,0,0,0,0,0,0,0,0,0
0.050342,0.053741,0.050678,0,0,0,0,0,0,0,0,0,0,0,0
0.037812,0.031257,0.031643,0,0,0,0,0,0,0,0,0,0,0,0
0.029595,0.028589,0.048269,0,0,0,0,0,0,0,0,0,0,0,0
0.031593,0.034669,0.027399,0,0,0,0,0,0,0,0,0,0,0,0
0.047719,0.048511,0.038958,0,0,0,0,0,0,0,0,0,0,0,0
0.032093,0.036132,0.028463,0,0,0,0,0,0,0,0,0,0,0,0
0.064814,0.073661,0.054504,0,0,0,0,0,0,0,0,0,0,0,0
0.028841,0.027639,0.028757,0,0,0,0,0,0,0,0,0,0,0,0
0.032453,0.035602,0.034226,0,0,0,0,0,0,0,0,0,0,0,0
0.026366,0.026666,0.025324,0,0,0,0,0,0,0,0,0,0,0,0
0.036201,0.028216,0.025921,0,0,0,0,0,0,0,0,0,0,0,0
0.024893,0.025637,0.024128,0,0,0,0,0,0,0,0,0,0,0,0
